player_id,player_id_fpl,player_name,web_name,Team,team_id,Position,Games,Minutes,Goals,Expected Goals,Assists,Expected Assists,Shots,Key Passes,Non-Penalty Goals,Expected Goals (Non-Penalty),Expected Goals (Chain),Expected Goals (Build-Up),Expected Points (Next GW),Expected Points (This GW),Event Points,Form,Cost,PPG,Selected By (%),Total Points,Value (Form),Value (Season),Clean Sheets,Yellow Cards,Red Cards,Saves,Bonus,BPS,Influence,Creativity,Threat,ICT Index
5656,18,Nicolas Pepe,Pépé,Arsenal,1,3,8,277,1,0.44805292319506407,0,0.13034621253609657,8,2,1,0.44805292319506407,0.7651382274925709,0.42452431097626686,0.0,0.0,0,-0.2,76,1.4,0.7,11,0.0,1.4,0,0,1,0,0,29,41.2,38.5,83.0,16.2
5681,403,Giovani Lo Celso,Lo Celso,Tottenham,17,3,6,209,1,1.3039591405540705,0,0.3824579268693924,9,6,1,1.3039591405540705,2.465800665318966,1.209971065632999,1.5,1.5,0,2.0,69,2.0,0.4,12,0.3,1.7,1,1,0,0,0,38,67.4,86.3,94.0,24.8
5962,405,Tanguy NDombele Alvaro,Ndombele,Tottenham,17,3,9,480,1,0.5061023738235235,1,0.8992753624916077,4,7,1,0.5061023738235235,3.279811166226864,1.9993453323841095,2.5,2.5,0,2.5,59,2.8,0.4,25,0.4,4.2,4,2,0,0,0,99,103.2,106.8,79.0,28.9
6026,166,Richarlison,Richarlison,Everton,7,4,6,457,1,2.950384547933936,4,1.2057605041190982,19,5,0,2.189215710386634,3.922734558582306,1.1792833544313908,1.7,1.2,0,1.2,78,4.5,4.3,27,0.2,3.5,1,1,1,0,4,96,122.2,65.5,263.0,44.9
6027,144,Jairo Riedewald,Riedewald,Crystal Palace,6,3,8,449,1,0.38450296595692635,0,0.2257680520415306,2,5,1,0.38450296595692635,1.179938405752182,0.704418059438467,2.3,1.8,1,1.8,44,2.5,2.0,20,0.4,4.5,1,0,0,0,1,77,106.2,63.4,37.0,20.8
6063,497,Jacob Murphy,Murphy,Newcastle United,14,3,5,364,1,0.2277907095849514,0,0.07653497159481049,6,2,1,0.2277907095849514,0.13456170819699764,0.05567648261785507,1.0,1.0,0,1.0,49,2.8,0.1,14,0.2,2.9,0,2,0,0,2,43,77.0,31.2,47.0,15.4
6157,498,Timothy Castagne,Castagne,Leicester,9,2,6,540,1,0.6386942118406296,3,0.7428794074803591,2,5,1,0.6386942118406296,1.8810895550996065,1.2083810418844223,0.4,0.8,0,0.0,57,5.8,8.5,35,0.0,6.1,2,1,0,0,4,136,145.0,78.1,86.0,31.0
6456,122,Callum Hudson-Odoi,Hudson-Odoi,Chelsea,5,3,5,168,1,0.22291434556245804,0,0.4831446073949337,5,5,1,0.22291434556245804,0.8714801222085953,0.5124482633545995,1.0,0.5,0,0.5,57,2.4,0.3,12,0.1,2.1,1,0,0,0,0,50,49.6,72.6,65.0,18.7
6482,22,Eddie Nketiah,Nketiah,Arsenal,1,4,8,145,1,0.7375370152294636,0,0.0957065299153328,3,2,1,0.7375370152294636,0.8796922527253628,0.046448688954114914,0.5,1.0,0,0.5,56,1.9,0.6,15,0.1,2.7,0,0,0,0,3,51,48.0,25.4,66.0,13.7
6521,162,Yerry Mina,Mina,Everton,7,2,8,720,1,0.5750916507095098,0,0.0,3,0,1,0.5750916507095098,2.0124242901802063,1.9999701976776123,0.7,0.2,0,0.2,55,2.5,2.0,20,0.0,3.6,1,1,0,0,1,132,190.2,4.7,59.0,25.4
6651,446,Grady Diangana,Diangana,West Bromwich Albion,18,3,9,649,1,0.5686898976564407,0,0.09041122905910015,10,4,1,0.5686898976564407,0.9028162807226181,0.4954313803464174,0.7,0.7,0,1.2,54,2.6,0.4,23,0.2,4.3,1,0,0,0,0,62,104.4,74.8,126.0,30.5
6674,247,Rayan Ait Nouri,Shaqiri,Wolverhampton Wanderers,11,3,3,51,0,0.08742459677159786,1,0.16420002281665802,3,3,1,0.08742459677159786,0.7008548974990845,0.6451807916164398,1.1,1.1,0,1.2,64,2.5,0.1,5,0.2,0.8,0,0,0,0,0,23,22.4,16.6,2.0,4.1
6818,231,James Maddison,Maddison,Leicester,9,3,8,358,1,0.39046937972307205,2,0.43101824820041656,8,9,1,0.39046937972307205,1.3105722106993198,0.9469695650041103,2.7,3.2,0,2.2,70,3.0,2.8,24,0.3,3.4,2,1,0,0,1,78,78.6,143.5,89.0,30.9
6835,175,Tom Cairney,Cairney,Fulham,8,3,8,687,1,0.3603972038254142,1,0.892491664737463,9,16,1,0.3603972038254142,3.192157194018364,2.84126153588295,0.7,1.2,0,2.2,53,3.0,0.2,24,0.4,4.5,1,2,0,0,2,153,168.4,253.6,88.0,51.0
6892,443,Fabián Balbuena,Balbuena,West Ham,19,2,7,630,1,0.22444050759077072,0,0.0,4,0,1,0.22444050759077072,1.1814900934696198,1.1814900934696198,2.7,3.2,0,3.2,44,4.7,1.6,33,0.7,7.5,4,1,0,0,0,139,146.2,5.7,34.0,18.6
6893,368,Stuart Armstrong,Armstrong,Southampton,16,3,7,601,1,0.6626549437642097,2,0.5016130190342665,10,8,1,0.6626549437642097,2.0163419246673584,1.1034529581665993,4.2,3.7,0,4.2,55,4.4,0.7,31,0.8,5.6,4,0,0,0,2,99,122.2,117.8,77.0,31.7
7063,153,Bernard,Tosun,Everton,7,4,3,31,0,0.07622557133436203,0,0.26667107455432415,2,5,1,0.07622557133436203,0.5870660543441772,0.2924884334206581,0.7,0.2,0,0.2,60,0.5,0.0,1,0.0,0.2,0,1,0,0,0,3,2.2,10.8,2.0,1.5
7153,481,Matheus Pereira,Pereira,West Bromwich Albion,18,3,8,662,1,0.5219235792756081,2,0.6540757771581411,13,12,1,0.5219235792756081,0.9226516243070364,0.3836926631629467,0.3,0.3,0,0.8,58,3.4,1.3,27,0.1,4.7,1,0,0,0,0,108,131.4,176.2,100.0,40.8
7322,24,Bukayo Saka,Saka,Arsenal,1,3,7,543,1,1.600557655096054,0,0.4065277697518468,13,5,1,1.600557655096054,3.178240653127432,1.523199688643217,1.0,1.5,0,1.0,52,2.7,2.6,19,0.2,3.7,2,0,0,0,1,75,103.0,85.6,213.0,40.2
7390,542,Karlan Grant,Reguilón,West Bromwich Albion,17,2,5,450,0,0.7023757547140121,2,0.14918647333979607,7,2,1,0.7023757547140121,0.6814534738659859,0.09901395440101624,4.0,4.0,0,4.0,56,4.4,4.8,22,0.7,3.9,2,1,0,0,0,105,120.6,97.2,61.0,27.9
7698,69,Leandro Trossard,Trossard,Brighton,3,3,7,588,1,1.3300457913428545,2,1.6230096332728863,16,12,1,1.3300457913428545,2.696824036538601,1.102305632084608,0.5,-0.5,0,0.5,60,3.9,1.0,27,0.1,4.5,2,1,0,0,1,82,85.6,155.0,139.0,37.8
7701,382,Moussa Djenepo,Djenepo,Southampton,16,3,6,384,1,0.2505314350128174,1,0.19857055693864822,5,3,1,0.2505314350128174,1.6254972144961357,1.1959860995411873,1.2,0.7,0,1.2,54,3.2,0.1,19,0.2,3.5,2,1,0,0,0,68,65.8,41.8,74.0,18.0
7712,343,Billy Sharp,Sharp,Sheffield United,15,4,4,129,1,1.4454707354307175,0,0.0,3,0,0,0.6843018978834152,0.7390252500772476,0.0547233521938324,-0.5,0.5,0,0.0,56,2.8,0.1,11,0.0,2.0,0,0,0,0,2,25,36.6,4.9,61.0,10.3
7721,33,Conor Hourihane,Hourihane,Aston Villa,2,3,3,152,1,0.4241124987602234,1,0.9191879034042358,3,5,1,0.4241124987602234,0.5333448797464371,0.05572666600346565,0.2,0.2,0,0.2,60,6.0,0.1,18,0.0,3.0,2,0,0,0,3,60,63.4,79.3,23.0,16.6
7723,38,John McGinn,McGinn,Aston Villa,2,3,8,720,1,0.2276057219132781,4,1.6936569772660732,9,15,1,0.2276057219132781,3.556522861123085,1.8159882128238678,1.8,1.8,0,1.8,55,4.5,2.2,36,0.3,6.5,4,3,0,0,2,143,168.2,210.2,85.0,46.3
7753,239,James Justin,Justin,Leicester,9,2,9,810,1,0.18283721432089806,1,0.3149769455194473,3,4,1,0.18283721432089806,1.9717062562704086,1.6269921846687794,2.5,3.0,0,2.0,48,3.8,23.6,34,0.4,7.1,3,2,0,0,1,144,146.0,69.0,44.0,26.0
7768,120,Mason Mount,Mount,Chelsea,5,3,8,629,1,1.1702060857787728,3,1.3079908192157745,18,14,1,1.1702060857787728,2.9862966733053327,1.770980074070394,4.0,3.5,0,3.5,68,4.1,4.6,33,0.5,4.9,2,0,0,0,2,141,158.4,212.2,216.0,58.7
7991,78,Aaron Connolly,Connolly,Brighton,3,4,6,288,1,0.5869272574782372,1,0.10952901840209961,6,3,1,0.5869272574782372,0.6948071382939816,0.031005606055259705,0.2,-0.8,0,0.2,53,3.0,0.4,18,0.0,3.4,1,0,0,0,2,49,56.4,34.3,69.0,15.9
8067,123,Reece James,James,Chelsea,5,2,8,633,1,0.212431401014328,1,0.9663016572594643,8,9,1,0.212431401014328,2.760405612178147,2.552762364037335,4.5,4.0,0,4.0,51,5.1,13.0,41,0.8,8.0,3,1,0,0,8,186,194.6,172.3,76.0,44.5
8226,77,Tariq Lamptey,Lamptey,Brighton,3,2,9,720,1,0.7030039094388485,3,0.7277553975582123,6,8,1,0.7030039094388485,4.2765000239014626,3.480424553155899,0.0,0.0,0,3.5,48,3.1,10.9,28,0.7,5.8,1,2,1,0,2,122,137.2,148.0,146.0,43.2
8285,360,Sander Berge,Berge,Sheffield United,15,3,9,734,1,1.039835574105382,1,1.0699289124459028,7,10,0,0.2786667514592409,1.9420485459268093,1.3266663067042828,1.5,2.5,0,2.0,50,2.6,0.3,23,0.4,4.6,0,3,0,0,1,118,148.4,128.9,106.0,38.3
8288,449,Tomas Soucek,Soucek,West Ham,19,3,9,810,1,2.6467417925596237,1,0.34041366539895535,20,5,1,2.6467417925596237,3.6164300590753555,1.2534822262823582,3.0,3.5,0,3.5,49,3.3,3.4,30,0.7,6.1,4,1,0,0,1,81,136.6,64.7,224.0,42.5
8291,469,Daniel Podence,Podence,Wolverhampton Wanderers,20,3,8,584,1,1.401754453778267,2,0.9174429103732109,14,9,1,1.401754453778267,2.8586747124791145,1.0057445839047432,1.8,2.3,0,2.8,54,3.9,3.1,31,0.5,5.7,5,0,0,0,0,97,124.2,131.6,165.0,42.0
8379,561,Alexis Mac Allister,Fofana,Brighton,9,2,3,450,0,0.05224207788705826,0,0.0,1,0,1,0.05224207788705826,0.05224207788705826,0.0,3.0,3.5,0,2.5,50,3.4,0.6,17,0.5,3.4,2,2,0,0,2,95,98.4,15.7,6.0,11.9
8481,519,Jimmy Dunne,Dunne,Burnley,4,2,2,180,1,0.22237548604607582,0,0.10200031474232674,3,2,1,0.22237548604607582,0.10443910025060177,0.043035658076405525,-0.5,-1.5,0,0.0,40,4.0,6.4,8,0.0,2.0,0,0,0,0,0,35,66.2,21.2,38.0,12.6
8706,489,Eberechi Eze,Eze,Crystal Palace,6,3,9,497,1,0.9957756735384464,1,0.3227128144353628,9,5,1,0.9957756735384464,1.4654407016932964,0.4808042570948601,5.0,4.5,2,4.5,58,2.8,0.7,25,0.8,4.3,0,0,0,0,3,90,110.8,84.4,93.0,28.9
8718,200,Stuart Dallas,Dallas,Leeds,10,2,9,800,1,1.1714191082865,1,0.38305145129561424,11,4,1,1.1714191082865,4.5522004291415215,3.920166991651058,2.3,2.8,0,2.8,45,3.3,5.9,30,0.6,6.7,3,3,0,0,0,165,182.4,82.3,133.0,39.8
8720,203,Jack Harrison,Harrison,Leeds,10,3,8,700,1,0.4275017948821187,2,2.532017692923546,9,21,1,0.4275017948821187,5.160095509141684,2.553461417555809,2.3,2.8,0,2.8,55,4.0,1.5,32,0.5,5.8,3,0,0,0,2,121,171.8,280.6,130.0,58.3
8821,495,Donny van de Beek,van de Beek,Manchester United,13,3,6,86,1,0.28271791338920593,0,0.0460856556892395,1,1,1,0.28271791338920593,0.6322868950664997,0.3034832999110222,1.0,1.0,0,0.5,67,1.8,1.8,11,0.1,1.6,0,0,0,0,0,37,44.2,22.1,39.0,10.5
8992,232,Hakim Ziyech,Chilwell,Chelsea,5,2,5,531,2,0.1500252801924944,2,2.465492159128189,5,10,1,0.1500252801924944,1.8152235746383667,0.6395292058587074,5.7,5.2,0,5.2,61,8.0,32.8,48,0.9,7.9,4,1,0,0,4,186,213.0,189.1,133.0,53.6
76,264,Fabian Schär,Neco Williams,Newcastle United,11,2,7,37,0,0.023183558136224747,0,0.0,1,0,0,0.023183558136224747,0.23564091324806213,0.2124573513865471,1.2,1.2,0,0.2,39,1.0,3.9,1,0.1,0.3,0,0,0,0,0,8,7.6,11.7,0.0,1.9
181,8,Bernd Leno,Leno,Arsenal,1,1,9,810,0,0.0,0,0.0,0,0,0,0.0,0.8804288506507874,0.8804288506507874,4.8,5.3,0,4.8,50,4.2,9.0,38,1.0,7.6,3,0,0,25,5,179,202.8,0.0,0.0,20.3
200,116,Andreas Christensen,Christensen,Chelsea,5,2,4,315,0,0.045277103781700134,0,0.0,1,0,0,0.045277103781700134,1.3784126043319702,1.3784126043319702,0.5,0.0,0,0.0,48,0.0,0.2,0,0.0,0.0,0,1,1,0,0,41,70.0,4.1,20.0,9.5
204,9,Granit Xhaka,Xhaka,Arsenal,1,3,7,497,0,0.31906741857528687,0,0.08170896768569946,6,1,0,0.31906741857528687,3.073311470448971,3.0160873755812645,0.8,1.3,0,0.8,53,1.9,0.5,13,0.2,2.5,2,1,0,0,0,57,62.6,34.5,30.0,12.7
229,531,Thiago Alcántara,Thiago,Liverpool,11,3,2,135,0,0.07696604169905186,0,0.19801561906933784,3,3,0,0.07696604169905186,0.9955017864704132,0.8915295600891113,0.5,0.5,0,0.0,58,1.5,1.1,3,0.0,0.5,0,0,0,0,0,22,20.2,44.6,12.0,7.7
239,57,Pascal Groß,Groß,Brighton,3,3,8,342,0,0.24377112090587616,2,1.0381021043285728,5,11,0,0.24377112090587616,1.9347272291779518,1.0281789749860764,3.5,2.5,0,3.5,58,2.4,0.1,19,0.6,3.3,1,0,0,0,1,86,100.8,179.4,68.0,34.9
314,67,Ilkay Gündogan,Veltman,Manchester City,3,2,4,352,0,0.08916252851486206,0,0.1714705005288124,2,3,0,0.08916252851486206,1.0517519414424896,0.8201722875237465,2.8,1.8,0,2.8,43,2.6,0.4,13,0.7,3.0,1,0,0,0,3,75,88.6,47.3,4.0,14.2
332,246,Joel Matip,Matip,Liverpool,11,2,4,271,0,0.1675095111131668,0,0.4163244664669037,2,1,0,0.1675095111131668,1.7671456336975098,1.7671456336975098,2.8,2.8,0,1.8,54,2.2,0.7,9,0.3,1.7,1,1,0,0,0,52,37.6,12.4,26.0,7.6
342,14,Sead Kolasinac,Kolasinac,Arsenal,1,2,1,90,0,0.0,0,0.0,0,0,0,0.0,0.42935803532600403,0.42935803532600403,0.0,0.1,0,0.0,48,2.0,0.2,2,0.0,0.4,0,0,0,0,0,9,3.6,5.4,4.0,1.3
343,396,Pierre-Emile Højbjerg,Højbjerg,Tottenham,17,3,9,810,0,0.03351501375436783,1,0.7287896275520325,2,5,0,0.03351501375436783,5.123932600021362,4.757125049829483,2.0,2.0,0,2.0,49,2.6,0.8,23,0.4,4.7,3,1,0,0,0,131,166.0,88.0,13.0,26.8
461,322,Matt Ritchie,Ritchie,Newcastle United,14,3,2,90,0,0.07816017046570778,0,0.28701353445649147,2,2,0,0.07816017046570778,0.3339024856686592,0.053926028311252594,0.2,0.2,1,0.2,49,1.5,0.0,3,0.0,0.6,0,0,0,0,0,16,11.6,23.3,18.0,5.3
484,571,Divock Origi,Andersen,Liverpool,8,2,1,270,0,0.0,0,0.0,0,0,0,0.0,0.04888501763343811,0.04888501763343811,0.7,1.2,0,2.2,45,3.0,0.0,9,0.5,2.0,1,0,0,0,0,46,43.0,3.8,5.0,5.1
485,127,Mamadou Sakho,Sakho,Crystal Palace,6,2,4,275,0,0.0188349187374115,0,0.0,1,0,0,0.0188349187374115,0.5140529274940491,0.5140529274940491,0.5,0.0,0,0.0,45,1.0,0.3,4,0.0,0.9,0,0,0,0,0,33,36.6,1.6,6.0,4.5
486,54,Adam Lallana,Lallana,Brighton,3,3,9,515,0,0.3709735833108425,1,1.3285104781389236,6,10,0,0.3709735833108425,2.9355283081531525,1.3504007309675217,1.7,0.9,0,2.2,62,2.1,0.4,19,0.4,3.1,2,0,0,0,0,81,60.8,142.0,101.0,30.1
489,241,James Milner,Milner,Liverpool,11,3,7,184,0,0.05293690413236618,2,0.47091480903327465,1,6,0,0.05293690413236618,2.0273940935730934,1.6367406025528908,4.2,4.2,0,3.2,53,2.4,0.3,17,0.6,3.2,1,0,0,0,2,69,63.2,89.4,24.0,17.6
492,11,Héctor Bellerín,Bellerín,Arsenal,1,2,9,810,0,0.08624733425676823,3,0.9731387086212635,2,6,0,0.08624733425676823,2.5853305645287037,2.357528705149889,5.5,6.0,0,5.5,51,4.8,9.9,43,1.1,8.4,3,3,0,0,9,181,140.2,115.7,49.0,30.6
496,526,Mohamed Elneny,Elneny,Arsenal,1,3,5,450,0,0.19127251207828522,0,0.09891979023814201,3,2,0,0.19127251207828522,1.9256819114089012,1.6354896016418934,0.3,0.4,0,1.2,44,2.4,1.4,12,0.3,2.7,2,0,0,0,0,74,59.4,38.8,24.0,12.2
500,159,Alex Iwobi,Iwobi,Everton,7,3,8,272,0,0.05344681441783905,2,0.6595174297690392,1,3,0,0.05344681441783905,2.067064344882965,1.3541001584380865,2.3,1.8,0,1.8,59,2.0,0.2,16,0.3,2.7,0,0,0,0,0,64,62.6,56.5,36.0,15.5
502,103,Olivier Giroud,Giroud,Chelsea,5,4,4,36,0,0.0,0,0.0,0,0,0,0.0,0.059130746871232986,0.059130746871232986,1.3,0.8,0,0.8,67,1.0,0.6,4,0.1,0.6,0,0,0,0,0,10,3.0,3.9,6.0,1.3
510,134,Joel Ward,Ward,Crystal Palace,6,2,5,450,0,0.0,0,0.012522825039923191,0,1,0,0.0,0.540371797978878,0.540371797978878,0.5,0.0,0,0.0,44,1.8,0.9,9,0.0,2.0,1,2,0,0,0,46,66.8,15.7,4.0,8.7
527,550,Adrián,Molumby,Liverpool,3,3,2,1,0,0.0,0,0.0,0,0,0,0.0,0.3626532182097435,0.3626532182097435,0.2,-0.8,0,0.2,45,1.0,0.0,1,0.0,0.2,0,0,0,0,0,3,0.0,0.0,0.0,0.0
528,432,Angelo Ogbonna,Ogbonna,West Ham,19,2,9,782,0,0.16635036375373602,0,0.14660999178886414,4,1,0,0.16635036375373602,1.7690932154655457,1.7690932154655457,2.5,3.0,0,3.0,49,3.1,0.4,28,0.6,5.7,4,2,0,0,0,135,138.4,14.3,41.0,19.3
533,427,Mark Noble,Noble,West Ham,19,3,4,71,0,0.0,0,0.01188643742352724,0,1,0,0.0,0.22685986757278442,0.22685986757278442,-0.3,0.2,0,0.2,47,1.2,0.5,5,0.0,1.1,0,0,0,0,0,16,7.0,13.1,0.0,2.0
534,435,Aaron Cresswell,Cresswell,West Ham,19,2,9,810,0,0.22402427718043327,3,1.507615277543664,3,18,0,0.22402427718043327,3.117194849997759,2.4920456632971764,3.0,3.5,0,3.5,52,5.0,10.6,45,0.7,8.7,4,0,0,0,6,226,235.8,285.7,9.0,53.1
537,320,Andy Carroll,Carroll,Newcastle United,14,4,7,178,0,0.3078190293163061,1,0.02349383942782879,6,1,0,0.3078190293163061,0.4317518463358283,0.13510008435696363,0.2,0.2,0,0.8,52,1.6,0.3,11,0.2,2.1,1,0,0,0,0,26,18.8,16.9,90.0,12.5
545,407,Kieran Gibbs,Gibbs,West Bromwich Albion,18,2,2,135,0,0.0,0,0.018616270273923874,0,1,0,0.0,0.30512529611587524,0.28650902956724167,-0.4,-0.4,0,0.0,43,-1.5,0.2,-3,0.0,-0.7,0,0,1,0,0,11,7.4,13.2,2.0,2.3
546,291,David de Gea,de Gea,Manchester United,13,1,8,720,0,0.0,0,0.0,0,0,0,0.0,0.09414176642894745,0.09414176642894745,3.0,3.0,0,2.5,54,2.6,3.9,21,0.5,3.9,2,0,0,15,0,111,126.0,0.0,0.0,12.7
549,312,Timothy Fosu-Mensah,Fosu-Mensah,Manchester United,13,2,1,80,0,0.015449298545718193,0,0.30515241622924805,1,2,0,0.015449298545718193,0.4019051194190979,0.3608218729496002,0.5,0.5,0,0.0,44,0.0,0.1,0,0.0,0.0,0,1,0,0,0,17,17.8,30.5,16.0,6.4
553,303,Anthony Martial,Martial,Manchester United,13,4,5,377,0,0.9479454196989536,1,0.09703517705202103,7,1,0,0.9479454196989536,1.6232052892446518,1.048408079892397,1.5,1.5,0,1.0,87,1.8,3.8,9,0.1,1.0,1,0,1,0,0,13,18.2,30.4,148.0,19.3
554,511,Juan Mata,Lowe,Manchester United,15,2,4,278,0,0.17761727795004845,0,0.21451472491025925,3,7,0,0.17761727795004845,0.8404341600835323,0.6328235734254122,0.5,1.5,0,1.0,44,1.2,0.1,5,0.2,1.1,0,0,0,0,0,21,51.4,5.9,11.0,6.8
573,293,Odion Ighalo,Ighalo,Manchester United,13,4,1,9,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.5,0.5,0,0.0,62,1.0,0.2,1,0.0,0.2,0,0,0,0,0,1,0.0,0.1,2.0,0.2
585,152,Seamus Coleman,Coleman,Everton,7,2,6,447,0,0.04070584662258625,1,0.5829970985651016,2,3,0,0.04070584662258625,2.373678967356682,2.296406302601099,0.0,0.0,0,0.2,49,2.7,0.8,16,0.0,3.3,1,0,0,0,1,97,112.4,46.1,34.0,19.3
586,273,John Stones,Stones,Manchester City,12,2,1,90,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1.5,1.5,0,0.0,48,2.0,0.4,2,0.0,0.4,0,0,0,0,0,14,20.2,0.3,0.0,2.1
589,131,James McCarthy,McCarthy,Crystal Palace,6,3,5,329,0,0.012277675792574883,0,0.016179664060473442,1,1,0,0.012277675792574883,0.8561866134405136,0.8561866134405136,0.7,0.2,0,0.2,45,1.8,1.3,9,0.0,2.0,1,1,0,0,0,47,52.2,25.0,8.0,8.5
603,75,Nathaniel Clyne,Bernardo,Crystal Palace,3,2,5,25,0,0.05032751150429249,0,0.036821018904447556,2,1,0,0.05032751150429249,0.7752835489809513,0.7249560318887234,0.2,-0.8,0,0.2,39,1.0,8.5,1,0.1,0.3,0,0,0,0,0,3,4.2,1.1,2.0,0.7
605,244,Jordan Henderson,Henderson,Liverpool,11,3,6,470,0,0.536552531644702,0,0.438308198004961,7,4,0,0.536552531644702,3.7053387090563774,3.2857281118631363,1.0,1.0,0,1.0,54,1.8,1.0,11,0.2,2.0,0,0,0,0,0,81,75.4,82.5,50.0,20.9
606,132,Christian Benteke,Benteke,Crystal Palace,6,4,6,58,0,0.7461127042770386,0,0.0,5,0,0,0.7461127042770386,0.2470469642430544,0.11548461206257343,1.5,1.0,1,1.0,55,1.0,0.2,6,0.2,1.1,0,0,0,0,0,9,4.2,1.0,55.0,6.0
614,266,Fernandinho,Fernandinho,Manchester City,12,2,4,154,0,0.49067822843790054,0,0.0,4,0,0,0.49067822843790054,0.7412513867020607,0.7049412503838539,1.5,1.5,0,0.0,54,1.2,0.7,5,0.0,0.9,0,0,0,0,0,24,33.4,13.2,30.0,7.7
619,165,Sergio Agüero,Holgate,Manchester City,7,2,2,90,0,0.04538629576563835,0,0.7107192277908325,1,3,0,0.04538629576563835,0.9011620879173279,0.47545456886291504,0.5,0.0,0,0.0,48,0.0,0.1,0,0.0,0.0,0,1,0,0,0,18,22.0,0.3,0.0,2.2
620,233,Kelechi Iheanacho,Iheanacho,Leicester,9,4,3,101,0,0.11031043902039528,0,0.3915495425462723,2,3,0,0.11031043902039528,0.5018599629402161,0.0,0.5,1.0,0,0.0,56,1.3,0.3,4,0.0,0.7,1,0,0,0,0,12,8.6,38.1,29.0,7.6
624,101,Willy Caballero,Caballero,Chelsea,5,1,1,90,0,0.0,0,0.0,0,0,0,0.0,0.14356312155723572,0.14356312155723572,0.5,0.0,0,0.0,47,1.0,0.2,1,0.0,0.2,0,0,0,0,0,7,4.2,0.0,0.0,0.4
633,130,James McArthur,McArthur,Crystal Palace,6,3,8,689,0,0.14097371697425842,0,0.7158852443099022,4,8,0,0.14097371697425842,1.3756332248449326,0.5851004775613546,2.3,1.8,3,1.8,53,2.0,0.1,16,0.3,3.0,2,2,0,0,0,77,95.8,72.8,26.0,19.5
635,363,Alex McCarthy,McCarthy,Southampton,16,1,9,810,0,0.0,0,0.0,0,0,0,0.0,1.4273141995072365,1.4273141995072365,4.0,3.5,0,4.0,45,4.4,20.4,40,0.9,8.9,4,0,0,29,5,184,237.0,0.0,0.0,23.8
637,383,Hugo Lloris,Lloris,Tottenham,17,1,9,810,0,0.0,0,0.0,0,0,0,0.0,1.0665372554212809,1.0665372554212809,3.4,3.4,0,4.5,55,4.1,5.3,37,0.8,6.7,3,0,0,22,5,159,159.2,0.0,0.0,16.0
639,386,Toby Alderweireld,Alderweireld,Tottenham,17,2,6,530,0,0.01410648226737976,0,0.18203779309988022,1,2,0,0.01410648226737976,1.8042862862348557,1.8042862862348557,0.0,0.0,0,3.8,54,4.3,1.6,26,0.7,4.8,3,0,0,0,3,116,141.0,26.3,19.0,18.7
643,391,Eric Dier,Dier,Tottenham,17,2,8,720,0,0.42941970750689507,0,0.0,2,0,0,0.42941970750689507,1.9638297036290169,1.9638297036290169,3.8,3.8,0,3.8,49,3.5,1.6,28,0.8,5.7,3,0,0,0,1,140,162.8,4.4,14.0,18.2
644,387,Erik Lamela,Lamela,Tottenham,17,3,5,187,0,0.5957515016198158,1,0.0793723315000534,8,2,0,0.5957515016198158,1.1562599688768387,0.717145211994648,0.0,0.0,0,0.5,58,1.6,0.1,8,0.1,1.4,0,1,0,0,0,30,23.8,33.3,95.0,14.9
645,394,Dele Alli,Alli,Tottenham,17,3,2,66,0,0.23423461616039276,0,0.033409710973501205,2,1,0,0.23423461616039276,0.5377846956253052,0.3720432221889496,0.0,0.0,0,0.0,74,1.0,0.6,2,0.0,0.3,0,0,0,0,0,8,9.4,13.7,25.0,4.8
660,395,Ben Davies,Davies,Tottenham,17,2,6,382,0,0.0732225775718689,1,0.07410842180252075,1,2,0,0.0732225775718689,1.2041133791208267,1.164360836148262,0.2,0.2,0,0.2,47,2.7,0.9,16,0.0,3.4,1,0,0,0,0,71,49.6,54.7,46.0,15.0
661,188,Josh Onomah,Onomah,Fulham,8,3,2,131,0,0.0,0,0.0,0,0,0,0.0,0.061870550736784935,0.061870550736784935,0.0,0.0,0,0.0,47,1.5,0.0,3,0.0,0.6,0,0,0,0,0,7,12.0,7.4,2.0,2.1
681,102,César Azpilicueta,Azpilicueta,Chelsea,5,2,5,320,0,0.06197366490960121,1,0.03255231212824583,2,2,0,0.06197366490960121,1.0570411160588264,0.9828644320368767,0.5,0.0,0,0.0,58,3.4,3.2,17,0.0,2.9,2,1,0,0,0,72,71.8,39.2,33.0,14.4
682,587,Branislav Ivanovic,Benrahma,West Bromwich Albion,19,3,4,19,0,0.45947081595659256,1,0.048929497599601746,4,1,0,0.45947081595659256,0.25433648377656937,0.25433648377656937,0.7,1.2,0,1.2,60,2.5,0.2,5,0.2,0.8,0,0,0,0,0,13,19.6,11.5,52.0,8.3
695,540,Bertrand Traoré,Traoré,Aston Villa,2,3,6,139,0,0.17993046529591084,1,0.3915185332298279,4,2,0,0.17993046529591084,0.3738933950662613,0.24577529542148113,1.5,1.5,0,1.5,59,1.7,0.0,10,0.3,1.7,0,0,0,0,0,34,28.2,41.0,64.0,13.3
697,295,Nemanja Matic,Matic,Manchester United,13,3,5,254,0,0.043925367295742035,1,0.07956970948725939,2,3,0,0.043925367295742035,1.4547621011734009,1.3637994099408388,1.5,1.5,0,1.0,48,2.0,0.2,10,0.2,2.1,1,1,0,0,0,54,54.6,45.8,22.0,12.2
